name,path,blur_score,brightness,contrast,face_size,aspect_ratio
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/9165.jpg,3.03180290372984,78.49735641479492,79.3533661964952,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/3314.jpg,32.80047273809032,119.73926162719727,68.78713417161076,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/4993.jpg,24.461709590032115,105.28699111938477,88.10062364141262,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/9609.jpg,2.429378053624532,60.764892578125,51.033631917420855,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/4135.jpg,7.312041594588663,106.42459487915039,62.72520849063188,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/6721.jpg,5.040580081855296,79.81408309936523,63.41482189605558,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/124.jpg,17.829203521934687,129.05463409423828,59.653694510716235,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/8110.jpg,93.32679896008631,96.96342849731445,57.82657689911013,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/10097.jpg,6.780269536524429,118.21790313720703,57.368359247895086,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/3983.jpg,1.916526752000209,89.76593017578125,44.92357272078889,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/9419.jpg,61.42668671951105,115.43680953979492,58.540150003935906,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/10274.jpg,90.42153506340401,124.458984375,74.9483657862338,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/4264.jpg,4.625294452984235,143.58020782470703,46.99229090146845,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/4273.jpg,99.01115397218382,67.80167388916016,51.39418473598081,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/7701.jpg,2.913722984245396,101.04289627075195,54.09919453553443,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/9908.jpg,2.7205467212334042,107.4344596862793,70.77486599935081,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/7668.jpg,197.98090328928083,130.5388069152832,63.9093299542795,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/5346.jpg,5.535136230057105,153.23114013671875,43.77608600608442,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/353.jpg,40.03496930292749,160.0071907043457,67.14861541267929,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/9019.jpg,17.4700431732781,198.9753875732422,40.0039369171891,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/6561.jpg,2.2939702020812547,45.67815017700195,41.37495612328655,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/5383.jpg,207.76166146992182,108.32521438598633,54.4026350104743,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/905.jpg,3.9229816398437833,134.59639358520508,72.68048193629805,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/4354.jpg,7.704261737351771,124.66102600097656,57.21653304985521,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/628.jpg,245.22614905935188,166.98740768432617,68.65598667412762,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/3683.jpg,3.341630549504771,116.87759399414062,47.86363560371565,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/5888.jpg,4.101096389757004,144.95674514770508,75.89005540007138,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/4314.jpg,2.0699347834888613,110.58109664916992,82.77770126682675,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/7876.jpg,16.455558284185827,93.96008682250977,64.08122967761804,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/491.jpg,200.44654819276184,83.7906379699707,78.97276634889687,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/6107.jpg,3.655382963232114,122.56643676757812,55.75947431920129,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/1526.jpg,20.442458547418937,89.09136962890625,46.406707104404845,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/2598.jpg,3.334769585111644,110.91221618652344,46.321146248538135,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/7328.jpg,289.0495802612131,76.500732421875,72.32901558458568,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/4159.jpg,16.814990581697202,121.84968566894531,59.449671802115304,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/6367.jpg,29.453385842833086,86.64751434326172,62.912379705581124,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/9403.jpg,44.88636008877074,69.91968536376953,51.12485498741304,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/3752.jpg,56.80338264978491,154.9256134033203,84.47625510445584,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/6314.jpg,16.129874611840933,80.29073333740234,67.63029941657327,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/3735.jpg,5.984928098958335,126.80331420898438,66.35872618408095,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/6329.jpg,2.532947489627986,61.14093017578125,45.676252010145745,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/3467.jpg,798.9410018428316,114.41234588623047,60.58136189843162,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/2410.jpg,5.621402527423925,80.49369812011719,81.18104523074659,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/7813.jpg,2.081768033429398,99.65766143798828,76.02999175354947,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/6734.jpg,79.03193206303695,113.60926055908203,63.15484875978598,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/3572.jpg,303.74683954473585,65.25058364868164,44.56461753621613,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/9227.jpg,131.30207057204098,123.99291229248047,52.21913282275001,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/1581.jpg,144.24237151256239,50.81480407714844,42.5621584844497,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/2809.jpg,151.30220176871808,185.9001922607422,52.38985262126512,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/2749.jpg,17.382888604828622,133.1578826904297,69.24585569770956,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/2869.jpg,151.0225672563538,195.19090270996094,77.45635954861595,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/9021.jpg,2.691584424217581,94.22494506835938,54.65430114793483,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/574.jpg,8.723990963539109,73.90316772460938,60.19083478519277,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/900.jpg,33.777293486273265,155.84197998046875,56.9320122722941,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/3615.jpg,135.32932977667951,158.84934997558594,57.58033396748373,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/2449.jpg,3.7161552493926138,181.18463134765625,67.60170729255292,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/5961.jpg,14.252231870996184,112.54962539672852,56.67223923830667,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/5264.jpg,5.5058884210302494,78.12335968017578,74.59798942686011,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/5067.jpg,41.97421013073472,148.40234756469727,72.20479080587545,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/4241.jpg,78.44808509967697,110.92887878417969,69.46959158311154,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/1316.jpg,37.45326697494602,106.32633972167969,54.594790847000716,262144,1.0
alex,/home/leann/face-detection/data/face_chips_512_m0.5_reflect/alex/4651.jpg,2.7823039104696363,94.5206298828125,67.68523654506103,262144,1.0
